Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38
Data,7,record,timestamp,776613978,s,position_lat,459304579,semicircles,position_long,-1465856281,semicircles,distance,12096.22,m,altitude,28.2,m,speed,8.85,m/s,cadence,0,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613979,s,position_lat,459303617,semicircles,position_long,-1465856581,semicircles,distance,12105.43,m,altitude,27.8,m,speed,8.991,m/s,cadence,38,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613980,s,position_lat,459302524,semicircles,position_long,-1465856884,semicircles,distance,12115.84,m,altitude,27.2,m,speed,9.549,m/s,cadence,77,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613981,s,position_lat,459301464,semicircles,position_long,-1465857144,semicircles,distance,12125.88,m,altitude,27.2,m,speed,9.746,m/s,cadence,80,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613983,s,position_lat,459299216,semicircles,position_long,-1465857682,semicircles,distance,12147.17,m,altitude,26.8,m,speed,10.569,m/s,cadence,84,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613984,s,position_lat,459298108,semicircles,position_long,-1465857956,semicircles,distance,12157.66,m,altitude,26.4,m,speed,10.52,m/s,cadence,85,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613985,s,position_lat,459296921,semicircles,position_long,-1465858257,semicircles,distance,12168.93,m,altitude,26,m,speed,11.107,m/s,cadence,85,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613986,s,position_lat,459295846,semicircles,position_long,-1465858676,semicircles,distance,12179.39,m,altitude,25.6,m,speed,10.636,m/s,cadence,21,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613987,s,position_lat,459294737,semicircles,position_long,-1465859172,semicircles,distance,12190.32,m,altitude,25.2,m,speed,10.804,m/s,cadence,0,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613988,s,position_lat,459293587,semicircles,position_long,-1465860114,semicircles,distance,12203.02,m,altitude,24.6,m,speed,11.701,m/s,cadence,0,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613989,s,position_lat,459292597,semicircles,position_long,-1465861216,semicircles,distance,12215.25,m,altitude,23.8,m,speed,11.971,m/s,cadence,0,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613990,s,position_lat,459291672,semicircles,position_long,-1465862377,semicircles,distance,12227.33,m,altitude,23.2,m,speed,11.912,m/s,cadence,24,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613991,s,position_lat,459290822,semicircles,position_long,-1465863537,semicircles,distance,12238.92,m,altitude,22.4,m,speed,11.537,m/s,cadence,96,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613992,s,position_lat,459289998,semicircles,position_long,-1465864700,semicircles,distance,12250.38,m,altitude,21.6,m,speed,11.302,m/s,cadence,95,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613993,s,position_lat,459289156,semicircles,position_long,-1465865870,semicircles,distance,12261.97,m,altitude,21,m,speed,11.334,m/s,cadence,93,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613994,s,position_lat,459288335,semicircles,position_long,-1465867025,semicircles,distance,12273.36,m,altitude,19.8,m,speed,11.385,m/s,cadence,91,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613995,s,position_lat,459287579,semicircles,position_long,-1465868100,semicircles,distance,12283.91,m,altitude,19.2,m,speed,10.745,m/s,cadence,89,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776613996,s,position_lat,459286800,semicircles,position_long,-1465869204,semicircles,distance,12294.76,m,altitude,18.6,m,speed,10.427,m/s,cadence,82,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614000,s,position_lat,459284315,semicircles,position_long,-1465873515,semicircles,distance,12333.86,m,altitude,18.6,m,speed,9.33,m/s,cadence,0,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614006,s,position_lat,459281445,semicircles,position_long,-1465879995,semicircles,distance,12388.34,m,altitude,18.6,m,speed,8.876,m/s,cadence,65,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614008,s,position_lat,459281048,semicircles,position_long,-1465882278,semicircles,distance,12405.44,m,altitude,18.6,m,speed,8.376,m/s,cadence,41,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614010,s,position_lat,459280799,semicircles,position_long,-1465884669,semicircles,distance,12423.1,m,altitude,18.6,m,speed,8.832,m/s,cadence,66,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614012,s,position_lat,459280518,semicircles,position_long,-1465887221,semicircles,distance,12441.95,m,altitude,18.2,m,speed,9.194,m/s,cadence,68,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614013,s,position_lat,459280352,semicircles,position_long,-1465888378,semicircles,distance,12450.54,m,altitude,17.8,m,speed,8.78,m/s,cadence,68,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614014,s,position_lat,459280150,semicircles,position_long,-1465889485,semicircles,distance,12458.85,m,altitude,17.4,m,speed,8.444,m/s,cadence,17,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614015,s,position_lat,459279949,semicircles,position_long,-1465890562,semicircles,distance,12466.95,m,altitude,17,m,speed,8.202,m/s,cadence,15,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614016,s,position_lat,459279780,semicircles,position_long,-1465891660,semicircles,distance,12475.13,m,altitude,16.6,m,speed,8.185,m/s,cadence,62,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614020,s,position_lat,459279318,semicircles,position_long,-1465896018,semicircles,distance,12507.43,m,altitude,16.6,m,speed,8.078,m/s,cadence,59,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614023,s,position_lat,459279624,semicircles,position_long,-1465898872,semicircles,distance,12528.61,m,altitude,16.6,m,speed,6.774,m/s,cadence,35,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614024,s,position_lat,459279736,semicircles,position_long,-1465899742,semicircles,distance,12535.05,m,altitude,16.6,m,speed,6.553,m/s,cadence,51,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614030,s,position_lat,459280357,semicircles,position_long,-1465905457,semicircles,distance,12577.28,m,altitude,16.6,m,speed,6.943,m/s,cadence,52,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614035,s,position_lat,459280071,semicircles,position_long,-1465910194,semicircles,distance,12612.11,m,altitude,16.6,m,speed,7.096,m/s,cadence,51,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614042,s,position_lat,459279363,semicircles,position_long,-1465916602,semicircles,distance,12659.48,m,altitude,16.6,m,speed,6.191,m/s,cadence,0,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614047,s,position_lat,459278839,semicircles,position_long,-1465921309,semicircles,distance,12694.3,m,altitude,16.6,m,speed,7.554,m/s,cadence,55,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614048,s,position_lat,459278736,semicircles,position_long,-1465922375,semicircles,distance,12702.15,m,altitude,16.6,m,speed,7.737,m/s,cadence,57,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614054,s,position_lat,459278104,semicircles,position_long,-1465928581,semicircles,distance,12747.94,m,altitude,16.6,m,speed,7.643,m/s,cadence,62,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614057,s,position_lat,459277936,semicircles,position_long,-1465931862,semicircles,distance,12772.03,m,altitude,16.6,m,speed,7.822,m/s,cadence,65,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614060,s,position_lat,459277828,semicircles,position_long,-1465934926,semicircles,distance,12794.46,m,altitude,16.6,m,speed,7.135,m/s,cadence,60,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614064,s,position_lat,459277727,semicircles,position_long,-1465938965,semicircles,distance,12824,m,altitude,17,m,speed,7.24,m/s,cadence,59,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614065,s,position_lat,459277798,semicircles,position_long,-1465939932,semicircles,distance,12831.1,m,altitude,17.4,m,speed,7.156,m/s,cadence,59,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614066,s,position_lat,459277808,semicircles,position_long,-1465940878,semicircles,distance,12838.01,m,altitude,18,m,speed,7.055,m/s,cadence,59,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614067,s,position_lat,459277844,semicircles,position_long,-1465941819,semicircles,distance,12844.9,m,altitude,18.4,m,speed,6.954,m/s,cadence,59,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614068,s,position_lat,459277904,semicircles,position_long,-1465942733,semicircles,distance,12851.61,m,altitude,18.8,m,speed,6.782,m/s,cadence,44,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614069,s,position_lat,459277976,semicircles,position_long,-1465943631,semicircles,distance,12858.21,m,altitude,18.8,m,speed,6.642,m/s,cadence,0,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614076,s,position_lat,459278506,semicircles,position_long,-1465949920,semicircles,distance,12904.47,m,altitude,18.8,m,speed,6.729,m/s,cadence,54,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614083,s,position_lat,459279595,semicircles,position_long,-1465956530,semicircles,distance,12953.88,m,altitude,18.8,m,speed,7.191,m/s,cadence,58,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614090,s,position_lat,459280915,semicircles,position_long,-1465962638,semicircles,distance,13000.25,m,altitude,18.8,m,speed,6.217,m/s,cadence,51,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614096,s,position_lat,459282737,semicircles,position_long,-1465967857,semicircles,distance,13042.04,m,altitude,18.8,m,speed,7.049,m/s,cadence,57,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614102,s,position_lat,459284053,semicircles,position_long,-1465973354,semicircles,distance,13084.1,m,altitude,18.8,m,speed,6.512,m/s,cadence,56,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614108,s,position_lat,459284939,semicircles,position_long,-1465977958,semicircles,distance,13118.8,m,altitude,18.8,m,speed,5.879,m/s,cadence,23,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614115,s,position_lat,459285916,semicircles,position_long,-1465983851,semicircles,distance,13162.86,m,altitude,18.8,m,speed,6.282,m/s,cadence,0,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614120,s,position_lat,459286788,semicircles,position_long,-1465987633,semicircles,distance,13191.83,m,altitude,18.8,m,speed,5.461,m/s,cadence,0,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614121,s,position_lat,459287205,semicircles,position_long,-1465988040,semicircles,distance,13196.64,m,altitude,18.8,m,speed,4.994,m/s,cadence,0,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614125,s,position_lat,459289494,semicircles,position_long,-1465989429,semicircles,distance,13220.26,m,altitude,18.8,m,speed,5.877,m/s,cadence,50,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614131,s,position_lat,459292664,semicircles,position_long,-1465991967,semicircles,distance,13255.27,m,altitude,18.8,m,speed,5.876,m/s,cadence,50,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614132,s,position_lat,459293079,semicircles,position_long,-1465992504,semicircles,distance,13260.77,m,altitude,19.2,m,speed,5.6,m/s,cadence,51,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614133,s,position_lat,459293464,semicircles,position_long,-1465993199,semicircles,distance,13266.98,m,altitude,19.6,m,speed,5.972,m/s,cadence,51,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614134,s,position_lat,459293880,semicircles,position_long,-1465993896,semicircles,distance,13273.38,m,altitude,20,m,speed,6.261,m/s,cadence,52,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614135,s,position_lat,459294311,semicircles,position_long,-1465994625,semicircles,distance,13280.05,m,altitude,20.4,m,speed,6.574,m/s,cadence,54,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614136,s,position_lat,459294707,semicircles,position_long,-1465995412,semicircles,distance,13286.88,m,altitude,20.8,m,speed,6.738,m/s,cadence,57,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614140,s,position_lat,459296400,semicircles,position_long,-1465998570,semicircles,distance,13314.87,m,altitude,21.4,m,speed,7.195,m/s,cadence,61,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614141,s,position_lat,459296819,semicircles,position_long,-1465999427,semicircles,distance,13322.25,m,altitude,21.8,m,speed,7.377,m/s,cadence,62,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614142,s,position_lat,459297205,semicircles,position_long,-1466000242,semicircles,distance,13329.2,m,altitude,22.6,m,speed,7.144,m/s,cadence,63,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614143,s,position_lat,459297571,semicircles,position_long,-1466000902,semicircles,distance,13335.11,m,altitude,23,m,speed,6.296,m/s,cadence,34,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614146,s,position_lat,459298770,semicircles,position_long,-1466002866,semicircles,distance,13353.34,m,altitude,23,m,speed,6.039,m/s,cadence,51,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614147,s,position_lat,459299213,semicircles,position_long,-1466003450,semicircles,distance,13359.28,m,altitude,23.4,m,speed,5.739,m/s,cadence,51,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614148,s,position_lat,459299675,semicircles,position_long,-1466003965,semicircles,distance,13364.99,m,altitude,23.8,m,speed,5.684,m/s,cadence,50,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614149,s,position_lat,459300153,semicircles,position_long,-1466004446,semicircles,distance,13370.66,m,altitude,24.2,m,speed,5.67,m/s,cadence,50,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614150,s,position_lat,459300638,semicircles,position_long,-1466004874,semicircles,distance,13376.15,m,altitude,24.6,m,speed,5.581,m/s,cadence,45,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614151,s,position_lat,459301088,semicircles,position_long,-1466005301,semicircles,distance,13381.37,m,altitude,25,m,speed,5.386,m/s,cadence,31,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614152,s,position_lat,459301587,semicircles,position_long,-1466005611,semicircles,distance,13386.53,m,altitude,25,m,speed,5.25,m/s,cadence,47,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776614154,s,position_lat,459302773,semicircles,position_long,-1466006253,semicircles,distance,13398.53,m,altitude,25,m,speed,5.617,m/s,cadence,48,rpm,temperature,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
